genres,title,tags,id,developer,Añio,price
['Action'],Platypus,"['Action', ""Shoot 'Em Up"", 'Local Co-Op', 'Classic']",307340,Idigicon,2004,6.99
['Action'],Nux,"['Action', 'Platformer', ""Shoot 'Em Up""]",307350,Idigicon,2006,6.99
"['Action', 'Indie']",Stonerid,"['Action', 'Indie', 'Platformer', 'Difficult']",315920,Enitvare,2013,4.99
['Action'],DW8XLCE - NEW STAGE &amp; CAMP SYMBOL PACK,['Action'],316867,"KOEI TECMO GAMES CO., LTD.",2014,19.99
['Action'],DW8XLCE - WEAPON SYSTEM &amp; UPGRADE PACK,['Action'],316864,"KOEI TECMO GAMES CO., LTD.",2014,13.99
['Action'],DW8XLCE - WEAPON SYSTEM PACK,['Action'],316865,"KOEI TECMO GAMES CO., LTD.",2014,5.99
['Action'],DW8XLCE - NEW STAGE &amp; ANIMAL PACK,['Action'],316866,"KOEI TECMO GAMES CO., LTD.",2014,15.99
['Action'],DW8XLCE - ORIGINAL COSTUME PACK,['Action'],316863,"KOEI TECMO GAMES CO., LTD.",2014,21.99
"['Action', 'Adventure']",Sniper Elite 3 - Save Churchill Part 2: Belly of the Beast,"['Action', 'Adventure']",312690,Rebellion,2014,6.99
['RPG'],Heroes &amp; Legends: Conquerors of Kolhar,['RPG'],306950,Cuve Games,2014,9.99
"['Action', 'Adventure', 'Indie']",Guacamelee! Super Turbo Championship Edition,"['Metroidvania', 'Action', '2D', 'Platformer', 'Colorful', 'Indie', 'Adventure', 'Local Co-Op', ""Beat 'em up"", 'Great Soundtrack', '4 Player Local', 'Co-op', 'Memes', 'Comedy', 'Local Multiplayer', 'Fighting', 'Side Scroller', 'Singleplayer']",275390,DrinkBox Studios,2014,14.99
"['Action', 'Indie']",Jamsouls,"['Action', 'Indie', 'Platformer', 'Local Co-Op']",314460,Chromatic Dream,2014,3.99
"['Casual', 'Free to Play', 'Indie']",Max Gentlemen,"['Free to Play', 'Indie', 'Casual', 'Funny', 'Multiplayer', '2D']",257710,The Men Who Wear Many Hats,2014,0.0
"['Adventure', 'Indie']",Shadowgate (2014),"['Adventure', 'Point & Click', 'Remake', 'Indie', 'Puzzle', 'Fantasy', 'Horror', 'Singleplayer', 'Retro', 'Dark Fantasy', 'Kickstarter']",294440,Zojoi,2014,14.99
"['Indie', 'Simulation']",Taxi,"['Simulation', 'Driving', 'Indie']",315550,Excalibur,2014,4.99
['Action'],Dusk 12,"['Action', 'FPS', 'Cult Classic']",317970,Orion Games,2009,3.99
"['Action', 'Indie', 'Strategy']",Commando Jack,"['Strategy', 'Action', 'Indie', 'Tower Defense']",299260,Colossal Games,2014,9.99
['Adventure'],Curse: The Eye of Isis,"['Adventure', 'Survival Horror', 'Horror', 'Action']",302210,Asylum entertainment,2003,2.99
"['Casual', 'Indie', 'Strategy']",Cubesis,"['Strategy', 'Indie', 'Casual']",318440,Wonderful Tree Studio,2014,4.99
"['Action', 'Casual', 'Indie']",Deep Under the Sky,"['Indie', 'Casual', 'Action']",315650,"RichMakeGame,Colin Northway",2014,9.99
"['Action', 'Indie']",Super Time Force Ultra,"['Indie', 'Pixel Graphics', 'Action', 'Platformer', 'Time Travel', 'Side Scroller', 'Time Manipulation', '2D', 'Shooter', 'Singleplayer', 'Adventure', 'Bullet Hell', 'Great Soundtrack', 'Funny', 'Sci-fi', 'Comedy', 'Co-op']",250700,Capybara Games,2014,14.99
"['Adventure', 'Casual']",Amerzone: The Explorer’s Legacy,"['Adventure', 'Casual', 'Point & Click', 'First-Person']",302190,Microids,2001,4.99
"['Adventure', 'Indie']",The Journey Down: Chapter Two,"['Adventure', 'Indie', 'Point & Click', 'Great Soundtrack', 'Atmospheric', 'Comedy', 'Noir', 'Puzzle', 'Story Rich', 'Funny', 'Retro', 'Singleplayer', 'Hand-drawn', '2D', 'Episodic', 'Classic']",262850,SkyGoblin,2014,19.99
"['Adventure', 'Indie', 'RPG']",Biglands: A Game Made By Kids,"['RPG', 'Adventure', 'Indie', 'Platformer', 'Family Friendly', 'Horror']",316740,GammaLateral,2014,4.99
"['Action', 'Indie']",Super Time Force Ultra - Soundtrack,"['Action', 'Indie']",317350,"Capybara Games,6955",2014,7.99
['Action'],Metro 2033 Redux,"['Post-apocalyptic', 'Atmospheric', 'Action', 'FPS', 'Story Rich', 'Singleplayer', 'Horror', 'First-Person', 'Stealth', 'Shooter', 'Adventure', 'Survival Horror', 'Remake', 'Survival', 'Based On A Novel', 'Mature', 'Gore', 'Classic', 'Multiplayer', 'Open World']",286690,4A Games,2014,19.99
['Action'],Metro: Last Light Redux,"['Post-apocalyptic', 'Atmospheric', 'FPS', 'Action', 'Story Rich', 'Horror', 'First-Person', 'Singleplayer', 'Stealth', 'Shooter', 'Survival', 'Adventure', 'Based On A Novel', 'Survival Horror', 'Remake', 'Nudity', 'Sci-fi', 'Difficult', 'Multiplayer', 'Open World']",287390,4A Games,2014,19.99
"['Adventure', 'Indie', 'Strategy']",See No Evil,"['Indie', 'Adventure', 'Anime', 'Puzzle', 'Strategy', 'Isometric', 'Singleplayer', 'Atmospheric', 'Fantasy', 'Great Soundtrack', '2D', 'Horror', 'Shooter', 'Pixel Graphics', 'Retro', 'Difficult', 'Sandbox', 'Exploration', 'Open World', 'Third Person']",313830,Gabriel Priske,2014,4.99
"['Action', 'RPG']",DARK SOULS™ II Crown of the Old Iron King,"['RPG', 'Action', 'Adventure', 'Difficult', 'Dark Fantasy', 'Action RPG', 'Multiplayer', 'Third Person']",271943,"FromSoftware, Inc",2014,9.99
"['Action', 'Indie', 'RPG']",Lichdom: Battlemage,"['RPG', 'Magic', 'Action', 'First-Person', 'Fantasy', 'Indie', 'Singleplayer', 'FPS', 'Adventure', 'Action RPG', 'Female Protagonist', 'Difficult', 'Atmospheric', 'Open World']",261760,Xaviant,2014,39.99
"['Indie', 'Strategy']",Airship Dragoon,"['Strategy', 'Indie', 'Steampunk', 'Action', 'Turn-Based']",308380,YorkshireRifles,2014,19.99
"['Racing', 'Sports']",GRID Autosport - Sprint Pack,"['Racing', 'Sports']",289022,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)",2014,5.99
['Casual'],Trainz Trouble,"['Casual', 'Trains', 'Puzzle', 'Strategy']",319300,N3V Games,2014,4.99
['Casual'],Train Town,"['Casual', 'Trains', 'Family Friendly']",320110,N3V Games,2014,2.99
"['Adventure', 'Indie']",Appointment With FEAR,"['Adventure', 'Indie', 'Choose Your Own Adventure', 'Interactive Fiction', 'Superhero', 'Visual Novel']",316140,Tin Man Games,2014,4.99
['Strategy'],Nobunaga's Ambition: Souzou - Scenario Tenkafubu,['Strategy'],297880,"KOEI TECMO GAMES CO., LTD.",2014,2.99
"['Action', 'Indie', 'Racing']",Zombie Driver HD Brutal Car Skins,"['Racing', 'Action', 'Indie']",301900,Exor Studios,2014,0.99
"['Action', 'Adventure']",Bird Assassin,"['Action', 'Adventure', 'Shooter']",312010,Social Loner Studios,2011,1.99
"['Adventure', 'Casual', 'Indie']",Monkey Tales Games,"['Casual', 'Adventure', 'Indie', 'Education']",320020,Larian Studios,2014,14.99
"['Indie', 'Strategy']",Draconian Wars,"['Strategy', 'Indie', 'Card Game']",296590,Kardfy Studios,2014,5.99
"['Action', 'Adventure', 'RPG']",How to Survive,"['Zombies', 'Survival', 'Crafting', 'Action', 'Co-op', 'RPG', 'Multiplayer', 'Online Co-Op', 'Local Co-Op', 'Adventure', 'Hack and Slash', 'Survival Horror', 'Open World', 'Post-apocalyptic', 'Third Person', 'Singleplayer', 'Gore', 'Comedy', 'Indie', 'Funny']",250400,Eko Software,2013,14.99
"['Action', 'Indie', 'Strategy']",Awesomenauts - Leon Legionnaire Skin,"['Strategy', 'Action', 'Indie']",319820,Ronimo Games,2014,2.49
"['Action', 'Indie', 'Strategy']",Awesomenauts - Jotunn Skølldir Skin,"['Strategy', 'Action', 'Indie']",319821,Ronimo Games,2014,7.49
"['Action', 'Indie', 'Strategy']",Awesomenauts - Grim Genji Skin,"['Strategy', 'Action', 'Indie']",306890,Ronimo Games,2014,4.99
"['Indie', 'RPG']",Choice of the Deathless,"['Indie', 'Choose Your Own Adventure', 'RPG', 'Text-Based', 'Interactive Fiction']",318310,Choice of Games,2013,4.99
"['Action', 'Indie', 'Simulation', 'Strategy']",GoD Factory: Wingmen,"['Space', 'Action', 'Simulation', 'Multiplayer', 'Strategy', 'Indie', 'Sci-fi', 'PvP', 'MOBA', 'VR', 'Adventure', 'Shooter']",262750,Nine Dots Studio,2014,19.99
"['Action', 'Indie']",Power-Up,"['Indie', 'Action', ""Shoot 'Em Up"", 'Side Scroller']",312640,Psychotic Psoftware,2014,2.99
"['Adventure', 'Casual', 'Indie', 'RPG']",Millennium 3 - Cry Wolf,"['RPG', 'Indie', 'Female Protagonist', 'RPGMaker', 'Adventure', 'Casual', 'Exploration', 'Story Rich', 'Replay Value', 'Great Soundtrack', 'Episodic', 'Fantasy', 'JRPG']",298830,Aldorlea Games,2014,5.99
"['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG']",Dragons and Titans - Titan Pass,"['Free to Play', 'Action', 'RPG', 'Indie', 'Adventure']",284500,Wyrmbyte,2014,19.99
['Simulation'],Train Simulator: Norfolk Southern Dash8-40C Loco Add-On,"['Simulation', 'Trains', 'Building', 'Driving', 'Relaxing', 'Moddable', 'Open World', 'Sandbox', 'Atmospheric', 'Realistic', 'Singleplayer', 'Family Friendly', 'TrackIR', 'Level Editor', 'Casual', 'City Builder', 'Sports']",277732,Dovetail Games,2014,19.99
['Simulation'],OMSI 2 Add-on Hamburg,['Simulation'],313430,"Darius Bode,Barbara Bode",2014,19.99
"['Indie', 'RPG', 'Strategy']",Talisman - Character Pack #8 - Apprentice Mage,"['Strategy', 'RPG', 'Indie']",267774,Nomad Games,2014,1.99
"['Indie', 'Simulation', 'Strategy', 'Early Access']",Dwelvers,"['Early Access', 'Strategy', 'Indie', 'Simulation', 'Villain Protagonist', 'Management', 'Base Building']",276870,Rasmus Ljunggren,2014,14.99
['Indie'],One Day For Ched,"['Indie', 'FPS', 'Action', 'Shooter']",321030,BS1 &amp; BSL Team,2014,3.99
"['Adventure', 'Casual']",Time Mysteries 3: The Final Enigma,"['Hidden Object', 'Adventure', 'Point & Click', 'Casual', 'Female Protagonist', 'Puzzle', 'Time Travel', 'Singleplayer', 'Fantasy', 'Mystery', 'Story Rich', '2D', 'Great Soundtrack', 'Indie', 'Horror', 'Family Friendly', 'Atmospheric']",319320,Artifex Mundi,2013,9.99
['Casual'],The Flying Dutchman,"['Casual', 'Hidden Object']",321600,Snack Games,2014,4.99
['RPG'],Fable Anniversary - Heroes and Villains Content Pack,['RPG'],315151,Lionhead Studios,2014,14.99
['RPG'],Fable Anniversary,"['RPG', 'Classic', 'Adventure', 'Fantasy', 'Open World', 'Singleplayer', 'Remake', 'Atmospheric', 'Action RPG', 'Third Person', 'Action', 'Comedy', 'Story Rich', 'Great Soundtrack', 'Choices Matter', 'Character Customization', 'Medieval', 'Magic', 'Sandbox', 'Funny']",288470,Lionhead Studios,2014,34.99
['RPG'],Fable Anniversary - Scythe Content Pack,['RPG'],315150,Lionhead Studios,2014,9.99
"['Indie', 'Strategy']",Lords of the Black Sun,"['Strategy', '4X', 'Space', 'Indie', 'Turn-Based', 'Sci-fi', 'Turn-Based Strategy', 'Adventure', 'Singleplayer']",246940,Arkavi Studios,2014,29.99
['Casual'],planetarian ~the reverie of a little planet~,"['Visual Novel', 'Anime', 'Post-apocalyptic', 'Sci-fi', 'Story Rich', 'Casual', 'Linear', 'Great Soundtrack', 'Cute', 'Singleplayer', 'Robots', 'Drama', 'Short']",316720,VisualArts/Key,2004,9.99
['Adventure'],Jacob Jones and the Bigfoot Mystery : Episode 1,"['Adventure', 'Puzzle']",264400,Lucid Games Ltd,2014,4.99
"['Casual', 'Racing']",The Collider,"['Casual', 'Racing', 'Fast-Paced', 'Arcade', 'Indie']",319550,Shortbreak Studios s.c.,2014,2.99
"['Casual', 'Indie', 'Strategy']",Great Permutator,"['Indie', 'Casual', 'Strategy', 'Puzzle', 'Difficult', 'Programming']",319270,Ripatti Software,2014,6.99
"['Action', 'Free to Play', 'Indie']",Color Symphony,"['Free to Play', 'Indie', 'Action', 'Adventure', 'Puzzle-Platformer', 'Singleplayer', 'Platformer', 'Controller', '2D', 'Side Scroller', 'Experimental', 'Atmospheric', 'Arcade', 'Puzzle', 'Dark', 'Fast-Paced']",317410,REMIMORY,2014,0.0
"['Action', 'Indie']",Shadowcrypt,"['Action', 'Indie', 'Platformer', 'Dungeon Crawler', '2D', 'Pixel Graphics']",316810,One-bit Punch,2014,9.99
"['Indie', 'Strategy']",Reprisal Universe,"['Strategy', 'Indie', 'God Game', 'Pixel Graphics']",319560,electrolyte,2014,6.99
"['Action', 'Adventure']",NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC4 Jinchuriki Costume Pack 1,"['Adventure', 'Action']",301893,"CyberConnect2 Co., Ltd.",2014,1.99
"['Action', 'Adventure']",NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC5 Jinchuriki Costume Pack 2,"['Action', 'Adventure']",301894,"CyberConnect2 Co., Ltd.",2014,1.99
"['Action', 'Adventure']",NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,"['Anime', 'Fighting', 'Ninja', 'Action', 'Adventure', 'Multiplayer', 'Online Co-Op', 'Singleplayer', 'Great Soundtrack', 'Co-op', 'Controller', 'Third Person', 'Action RPG', 'Fantasy', 'Action-Adventure', 'PvP', 'Local Co-Op', 'Local Multiplayer', 'Comedy', '3D Vision']",272510,"CyberConnect2 Co., Ltd.",2014,29.99
"['Action', 'Adventure', 'Casual', 'Indie']",Hero of Many,"['Adventure', 'Casual', 'Indie', 'Action', 'Atmospheric']",297370,Trickster Arts,2014,6.99
"['Action', 'Strategy']",Near Impact,"['Strategy', 'Action']",320410,Sonalysts Combat Simulations,2014,9.99
['Casual'],Pacific Liberation Force,['Casual'],313190,Team 6 Studios,2007,4.99
['Casual'],Demonlisher,['Casual'],321610,Brain Bombers,2011,4.99
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",My Lands: Black Gem Hunting,"['Strategy', 'Free to Play', 'RTS', 'Massively Multiplayer', 'Multiplayer', 'Indie', 'Adventure', 'MMORPG', 'Casual', 'Singleplayer']",290730,"Gravvit Ltd,Forbes  Consult Ltd",2014,0.0
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",My Lands: Miner’s Luck - Starter DLC Pack,"['Strategy', 'Massively Multiplayer', 'Indie', 'Casual', 'Free to Play']",313311,"Gravvit Ltd,Forbes  Consult Ltd",2014,8.99
"['Action', 'Adventure', 'Indie']",The Waste Land,"['Adventure', 'Indie', 'Action', 'Metroidvania', '2D', 'Pixel Graphics', 'Retro']",316970,Fledermaus,2014,9.99
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",My Lands: Golden Age - Premium DLC Pack,"['Strategy', 'Massively Multiplayer', 'Indie', 'Casual', 'Free to Play']",316500,"Gravvit Ltd,Forbes Consult Ltd",2014,34.99
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",My Lands: Miner’s Luck - Extended DLC Pack,"['Strategy', 'Free to Play', 'Massively Multiplayer', 'Indie', 'Casual']",316510,"Gravvit Ltd,Forbes  Consult Ltd",2014,49.99
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",My Lands: Elf Ranger - Artifact DLC Pack,"['Strategy', 'Massively Multiplayer', 'Indie', 'Casual', 'Free to Play']",316541,"Gravvit Ltd,Forbes  Consult Ltd",2014,89.99
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",My Lands: Nomad - Artifact DLC Pack,"['Strategy', 'Massively Multiplayer', 'Indie', 'Casual', 'Free to Play']",316540,"Gravvit Ltd,Forbes  Consult Ltd",2014,99.99
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",My Lands: Hero Courage - Extended DLC Pack,"['Strategy', 'Massively Multiplayer', 'Indie', 'Casual', 'Free to Play']",316530,"Gravvit Ltd,Forbes  Consult Ltd",2014,99.99
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",My Lands: Age of Prosperity - Premium DLC Pack,"['Strategy', 'Massively Multiplayer', 'Indie', 'Casual', 'Free to Play', 'Adventure', 'MMORPG', 'Multiplayer', 'RTS']",316542,"Gravvit Ltd,Forbes  Consult Ltd",2014,19.99
"['RPG', 'Strategy']",Endless Legend™,"['Strategy', 'Turn-Based', '4X', 'Fantasy', 'Turn-Based Strategy', 'Hex Grid', 'Multiplayer', 'Singleplayer', 'Indie', 'RPG', 'Great Soundtrack', 'Sci-fi', 'Adventure', 'Tactical', 'Medieval', 'Grand Strategy', 'Exploration', 'Open World', 'Atmospheric', 'Sandbox']",289130,AMPLITUDE Studios,2014,29.99
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",WAKFU,"['Free to Play', 'Massively Multiplayer', 'Turn-Based Strategy', 'RPG', 'Turn-Based', 'MMORPG', 'Strategy', 'Anime', 'Adventure', 'Tactical', 'Open World', 'Multiplayer', 'Fantasy', 'Isometric', 'Sandbox', '2D', 'Co-op', 'Cartoon', 'Indie', 'Casual']",215080,Ankama Studio,2014,0.0
"['Action', 'Adventure', 'RPG', 'Strategy']",Elminage Gothic,"['RPG', 'Dungeon Crawler', 'Adventure', 'Strategy', 'Action', 'JRPG', 'Turn-Based', 'Fantasy', 'First-Person', 'Grid-Based Movement', 'Difficult']",291960,Starfish-SD Inc,2014,9.99
"['Action', 'Indie']",Heavy Bullets,"['Indie', 'FPS', 'Action', 'Rogue-like', 'Shooter', 'Rogue-lite', 'Singleplayer', 'First-Person', 'Difficult', 'Retro', 'Perma Death', 'Horror', 'Dungeon Crawler', 'Procedural Generation', 'Psychedelic', 'Adventure']",297120,Terri Vellmann,2014,9.99
['Action'],Battle Of Europe,['Action'],321710,Maus Software,2006,9.99
"['Simulation', 'Sports', 'Strategy']",Pro Rugby Manager 2015,"['Sports', 'Strategy', 'Simulation']",273030,Cyanide,2014,9.99
['Casual'],War Operations,['Casual'],316950,Dynamic Games,2014,3.99
"['RPG', 'Strategy']",Age of Wonders III - Golden Realms Expansion,"['Strategy', 'RPG', 'Fantasy', 'Turn-Based Strategy']",299230,Triumph Studios,2014,11.99
"['Casual', 'Indie']",Secret of the Magic Crystals - Soundtrack and Coloring Book,"['Casual', 'Indie']",321420,Artery Games,2014,1.99
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",WAKFU - Magmog Pack,"['Strategy', 'RPG', 'Massively Multiplayer', 'Adventure', 'Free to Play']",323530,Ankama Studio,2014,49.99
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",WAKFU - Excarnus Pack,"['Strategy', 'Adventure', 'RPG', 'Massively Multiplayer', 'Free to Play']",323510,Ankama Studio,2014,9.99
"['Adventure', 'Casual', 'Indie']",Enola,"['Adventure', 'Indie', 'Female Protagonist', 'Casual', 'Horror', 'Psychological Horror']",263520,The Domaginarium,2014,14.99
"['Adventure', 'Indie', 'RPG', 'Strategy']",Wasteland 2: Director's Cut,"['RPG', 'Post-apocalyptic', 'Turn-Based', 'Strategy', 'Tactical', 'Adventure', 'Isometric', 'Kickstarter', 'Singleplayer', 'CRPG', 'Open World', 'Indie', 'Sci-fi', 'Crowdfunded', 'Turn-Based Strategy', 'Survival', 'Atmospheric', 'Exploration', 'Action RPG', 'Action']",240760,inXile Entertainment,2014,39.99
['Adventure'],Cho Dengeki Stryker All Ages Version,"['Visual Novel', 'Anime', 'Adventure', 'Superhero']",321190,OVERDRIVE,2014,34.99
"['Indie', 'Simulation', 'Strategy']",The Last Federation - Betrayed Hope,"['Strategy', 'Indie', 'Simulation']",304480,"Arcen Games, LLC",2014,6.99
"['Action', 'Indie']",Super Chain Crusher Horizon,"[""Shoot 'Em Up"", 'Arcade', '2D', 'Action', 'Indie']",262920,"Mindware Co.,Ltd.",2014,14.99
"['Action', 'Adventure', 'Indie', 'RPG']",Magicmaker,"['Indie', 'Adventure', 'Action', 'RPG', 'Singleplayer', 'Magic', 'Platformer', 'Crafting', 'Character Customization', '2D', 'Fantasy', 'Dungeon Crawler', 'Pixel Graphics']",319250,Tasty Stewdios LLC,2014,9.99
"['Adventure', 'Indie']",Bionic Heart 2,"['Adventure', 'Indie', 'Visual Novel']",317290,Winter Wolves,2013,14.99
"['Simulation', 'Strategy']",Stronghold Crusader 2,"['Strategy', 'Medieval', 'RTS', 'City Builder', 'Multiplayer', 'Simulation', 'Classic', 'Historical', 'Singleplayer', 'Co-op', 'Atmospheric', 'Resource Management', 'Building', 'Sandbox', 'Action', 'Adventure', 'Open World', 'Tactical', 'Survival']",232890,FireFly Studios,2014,49.99
['Strategy'],Fritz Chess 14,"['Chess', 'Strategy', 'Board Game']",276750,ChessBase,2014,39.99
['Adventure'],Jacob Jones and the Bigfoot Mystery : Episode 2,['Adventure'],308180,Lucid Games Ltd,2014,3.99
['Strategy'],Deep Fritz 14 DLC,['Strategy'],318770,ChessBase,2014,19.99
['Strategy'],Ancient Space,"['Strategy', 'Space', 'RTS', 'Sci-fi', 'Singleplayer']",249190,CreativeForge Games,2014,19.99
"['Indie', 'Strategy']",DG2: Defense Grid 2,"['Tower Defense', 'Strategy', 'Sci-fi', 'Indie', 'Space', 'Co-op', 'Multiplayer', 'Adventure', 'Singleplayer', 'Kickstarter', 'Local Co-Op', 'RTS']",221540,Hidden Path Entertainment,2014,14.99
['RPG'],Pier Solar and the Great Architects,"['RPG', 'JRPG', 'Turn-Based', 'Retro', 'Indie', 'Singleplayer']",286220,WaterMelon,2014,14.99
['Adventure'],Sherlock Holmes: Crimes and Punishments,"['Detective', 'Adventure', 'Mystery', 'Crime', 'Atmospheric', 'Puzzle', 'Investigation', 'Story Rich', 'Singleplayer', 'Point & Click', 'Historical', 'Third Person', 'Open World', 'Action', 'Choices Matter', 'First-Person', 'Horror', 'Classic', 'Indie']",241260,Frogwares,2014,29.99
"['Action', 'RPG']",DARK SOULS™ II Crown of the Ivory King,"['RPG', 'Action', 'Third Person', 'Atmospheric', 'Anime']",271944,"FromSoftware, Inc",2014,9.99
"['Action', 'Adventure']",Middle-earth: Shadow of Mordor - GOTY Edition Upgrade,"['Action', 'Adventure', 'Open World', 'Fantasy', 'Singleplayer', 'Hack and Slash', 'RPG', 'Stealth']",318550,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2014,9.99
"['Action', 'Adventure']",NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC6 Suit Pack,"['Action', 'Adventure']",301895,"CyberConnect2 Co., Ltd.",2014,1.99
"['Indie', 'Simulation', 'Strategy']",Influent DLC - Italiano [Learn Italian],"['Strategy', 'Indie', 'Simulation']",297841,Rob Howland,2014,4.99
"['Action', 'Adventure']",Middle-earth™: Shadow of Mordor™,"['Action', 'Open World', 'Adventure', 'Fantasy', 'Third Person', 'Stealth', 'Singleplayer', 'RPG', 'Action RPG', 'Assassin', 'Gore', 'Hack and Slash', 'Parkour', 'Atmospheric', 'Story Rich', 'Magic', 'Lore-Rich', 'Dark Fantasy', 'Based On A Novel', 'Sandbox']",241930,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)",2014,19.99
"['Action', 'Indie']",Wrack,"['FPS', 'Indie', 'Action', 'Fast-Paced', 'Shooter', 'Singleplayer', 'Level Editor', 'Moddable', 'Great Soundtrack', 'Arcade', 'Score Attack', 'Sci-fi', 'First-Person']",253610,Final Boss Entertainment,2014,9.99
"['Indie', 'Simulation']",Euro Truck Simulator 2 - German Paint Jobs Pack,"['Simulation', 'Indie']",318500,SCS Software,2014,0.99
"['Action', 'Indie']",Super Win the Game,"['Indie', 'Action', 'Platformer', 'Metroidvania', 'Pixel Graphics', 'Retro', '2D', 'Singleplayer', 'Great Soundtrack', 'Adventure', 'Exploration', 'Side Scroller', 'Difficult', 'Open World', 'Fantasy', 'Controller', 'Classic', 'Short']",310700,Minor Key Games,2014,7.99
"['Adventure', 'Indie']",Silence of the Sleep,"['Horror', 'Adventure', 'Indie', 'Psychological Horror', 'Singleplayer', 'Puzzle', '2D', 'Side Scroller', 'Atmospheric', 'Dark', 'Great Soundtrack']",321870,Jesse Makkonen,2014,4.99
['Simulation'],Train Simulator: West Highland Line Extension Route Add-On,"['Simulation', 'Trains', 'Driving', 'Singleplayer', 'City Builder', 'TrackIR', 'Level Editor', 'Family Friendly', 'Adventure', 'Open World', 'Sandbox', 'Physics', 'Atmospheric', 'Realistic']",277748,Thomson Interactive,2014,39.99
"['Action', 'Indie', 'Simulation', 'Sports']",Depth Hunter 2: Ocean Mysteries,"['Sports', 'Simulation', 'Action', 'Indie']",321510,Biart Company LLC,2014,4.99
"['Indie', 'RPG', 'Simulation', 'Strategy']",Hegemony Rome: The Rise of Caesar - Mercenaries Pack,"['Strategy', 'RPG', 'Indie', 'Simulation']",308171,Longbow Games,2014,4.99
"['Sports', 'Strategy']",Front Page Sports Football,"['Sports', 'Strategy', 'Football']",316700,Cyanide,2014,9.99
"['Adventure', 'Casual']",Left in the Dark: No One on Board,"['Casual', 'Hidden Object', 'Adventure', 'Point & Click', 'Mystery', 'Female Protagonist', 'Puzzle', 'Singleplayer', 'Horror', '2D', 'Atmospheric', 'Story Rich', 'Family Friendly', 'Great Soundtrack', 'Indie', 'Fantasy']",284890,Moonrise Interactive,2013,9.99
['Action'],METAL SLUG X,"['Action', 'Arcade', 'Co-op', 'Classic', '2D', ""Shoot 'Em Up"", 'Side Scroller', 'Retro', 'Multiplayer', 'Pixel Graphics', 'Great Soundtrack', 'Local Co-Op', 'Shooter', 'Singleplayer', 'Difficult', 'Adventure', 'Anime']",312610,"SNK CORPORATION,DotEmu",2014,7.99
"['Adventure', 'Indie']",Qora,"['Adventure', 'Indie', 'Pixel Graphics', 'Walking Simulator', 'Exploration', 'Platformer', 'Atmospheric']",304460,"Holden Boyles,Ciprian Stanciu",2014,9.99
"['Racing', 'Sports']",Moto Racer Collection,"['Racing', 'Sports']",324110,Microids,2011,9.99
"['Adventure', 'Indie']",Qora - Soundtrack,"['Adventure', 'Indie']",323290,"Holden Boyles,Ciprian Stanciu",2014,2.99
['Simulation'],DCS: MiG-21Bis,"['Simulation', 'Flight']",316964,Magnitude 3,2014,49.99
['Casual'],Disney•Pixar Toy Story Mania!,"['Casual', 'Family Friendly']",317580,Papaya Studio,2010,19.99
"['Action', 'Adventure', 'Racing']",Disney•Pixar Cars Toon: Mater's Tall Tales,"['Family Friendly', 'Racing', 'Action', 'Adventure']",316320,Papaya Studio,2010,19.99
['Action'],Disney Princess: My Fairytale Adventure,"['Action', 'Female Protagonist', 'Family Friendly', 'Adventure', 'Open World', 'Story Rich', 'Great Soundtrack', 'Realistic', 'Singleplayer', 'MMORPG', 'Memes', 'Pixel Graphics']",319080,High Impact Games,2012,19.99
"['Adventure', 'Casual']",Disney Fairies: Tinker Bell's Adventure,"['Adventure', 'Casual', 'Family Friendly', 'Fantasy', 'Cartoony', 'Female Protagonist', 'Nudity', 'Action']",318350,Gamestar,2014,19.99
['Adventure'],Disney Winnie the Pooh,"['Family Friendly', 'Casual', 'Adventure', 'Cartoon', 'Great Soundtrack', 'Illuminati', 'Story Rich', 'Open World', 'Cold War']",319400,Disney Interactive,2011,5.99
"['Action', 'Adventure']",Disney G-Force,"['Action', 'Family Friendly', 'Adventure', 'Casual', 'Third-Person Shooter', 'Open World', 'Illuminati', 'Memes', 'Great Soundtrack', 'Shooter']",319170,Eurocom,2009,19.99
