genres,title,tags,id,developer,Añio,price
"['Simulation', 'Strategy']",Homeworld Remastered Collection,"['Space', 'Strategy', 'RTS', 'Sci-fi', 'Classic', 'Great Soundtrack', 'Story Rich', 'Remake', 'Atmospheric', 'Multiplayer', 'Simulation', 'Tactical', 'Singleplayer', 'Moddable', 'Action', '4X', 'Adventure', 'Female Protagonist', 'Futuristic', 'Survival']",244160,"Gearbox Software,Aspyr (Mac)",2015,34.99
['Strategy'],Total War: SHOGUN 2: Saints and Heroes Unit Pack,['Strategy'],201279,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2012,2.99
['Casual'],Luxor: Amun Rising HD,"['Casual', 'Match 3']",216930,MumboJumbo,2012,9.99
"['Adventure', 'Indie', 'Early Access']",Rothschild: The Sheep Will Wake,"['Early Access', 'Indie', 'Adventure', 'Horror', 'Illuminati']",413490,Loudpak Studios,2015,9.99
"['RPG', 'Strategy']",Lost Dimension: Level All Bundle,"['Strategy', 'RPG']",650242,FURYU Corporation,2017,1.99
"['Action', 'Casual', 'Indie']",Slash It Ultimate,"['Action', 'Casual', 'Indie', 'Rhythm']",656600,Just1337 Studio,2017,4.99
"['Action', 'Indie', 'RPG']",Song of the Myrne: What Lies Beneath,"['RPG', 'Indie', 'Action', 'Pixel Graphics', 'Fantasy', 'Co-op', 'Adventure', 'Singleplayer', 'Funny', 'Action RPG']",333330,Beldarak Games,2015,4.99
"['Action', 'Casual', 'Indie', 'Early Access']",Cellz,"['Early Access', 'Action', 'Indie', 'Casual']",619620,MGP,2017,4.99
"['RPG', 'Strategy']",Megadimension Neptunia VII Nightwear Pack,"['Strategy', 'RPG']",476863,"Idea Factory,Compile Heart",2016,1.99
"['Indie', 'Simulation']",Tower!2011:SE - Memphis [KMEM] Airport,"['Indie', 'Simulation']",660090,FeelThere,2017,16.99
['Simulation'],Train Simulator: Metronom ME 146 Loco Add-On,['Simulation'],222591,Dovetail Games,2013,19.99
"['Racing', 'Simulation', 'Sports']",Valentino Rossi The Game,"['Racing', 'Sports', 'Simulation']",438430,Milestone S.r.l.,2016,39.99
"['Action', 'Indie']",cloudphobia - OST,"['Action', 'Indie']",566340,Marsbound,2016,0.0
"['Action', 'Adventure', 'Indie']",Biomydra,"['Action', 'Adventure', 'Indie']",542870,Class of 2015-2016,2017,0.0
['Casual'],Interstellar Logistics Inc,"['Casual', 'Puzzle', 'Sci-fi']",502150,Exalted Guy Interactive,2016,0.99
"['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']",No King No Kingdom,"['Early Access', 'Simulation', 'Strategy', 'Action', 'Indie']",726000,Solomakha Taras,2017,14.99
['Simulation'],Train Simulator: Duchess of Sutherland Loco Add-On,"['Simulation', 'Trains', 'Open World', 'Sandbox', 'Physics', 'Atmospheric', 'Realistic', 'Family Friendly', 'TrackIR']",258644,Dovetail Games,2014,19.99
['Strategy'],Magic 2014 “Chant of Mul Daya” Foil Conversion,['Strategy'],213905,Stainless Games,2013,0.99
['RPG'],Wanderjahr,"['RPG', 'Anime']",434860,Workyrie Game Studio,2016,9.99
['Casual'],Aztec Venture,"['Casual', 'Match 3']",632830,rokaplay,2017,6.99
"['RPG', 'Simulation', 'Strategy']",Crusader Kings II: Persian Portraits,"['Strategy', 'RPG', 'Simulation']",292981,Paradox Development Studio,2014,1.99
"['Adventure', 'Casual', 'Early Access']",Voxelized,"['Early Access', 'Casual', 'Open World', 'Building', 'Adventure', 'Indie', 'First-Person', 'Singleplayer', 'Sandbox', 'Multiplayer', 'Funny', 'Voxel', 'Walking Simulator', 'Psychological Horror', 'Survival']",344040,Lord Kres,2015,3.99
"['Casual', 'Indie']",Plith,"['Indie', 'Casual', 'Puzzle', 'Singleplayer', 'Family Friendly']",339110,Ya2,2016,2.99
['Strategy'],"Magic 2013 ""Sky and Scale"" Deck Key",['Strategy'],208841,Stainless Games,2012,0.99
"['Casual', 'Indie', 'Strategy']",Adventures of Abrix,"['Strategy', 'Indie', 'Casual']",576380,EJRGames,2017,4.99
"['Adventure', 'Indie']",I Can't Escape: Darkness,"['Horror', 'Adventure', 'Atmospheric', 'Indie', 'First-Person', 'Difficult', 'Dark', 'Controller', 'Survival Horror', 'Replay Value', 'Dungeon Crawler']",346090,Fancy Fish Games,2015,11.99
['Simulation'],TS Marketplace: British Railways S15 Livery Pack Add-On,['Simulation'],513115,Bossman Games,2017,4.99
"['Action', 'Casual', 'Indie', 'Massively Multiplayer']",Slymes,"['Casual', 'Action', 'Indie', 'Massively Multiplayer', 'Multiplayer', 'Family Friendly', 'Local Multiplayer']",530300,WolfTech Games,2016,4.99
"['Simulation', 'Strategy']",Omerta - City of Gangsters - Damsel in Distress DLC,"['Strategy', 'Simulation']",215371,Haemimont Games,2013,4.99
"['Adventure', 'Casual', 'Indie', 'RPG']",Introvert Quest,"['Casual', 'Adventure', 'Indie', 'RPG', 'RPGMaker']",562640,Amaterasu Software,2017,4.99
"['Action', 'Indie', 'Strategy']",CastleStorm,"['Strategy', 'Indie', 'Action', 'Tower Defense', 'Fantasy', 'Destruction', 'Funny', 'Co-op', 'Singleplayer', '2D', 'Local Multiplayer', 'Multiplayer', 'Local Co-Op']",241410,Zen Studios,2013,9.99
['RPG'],Landstalker: The Treasures of King Nole,"['RPG', 'Isometric', 'Action RPG']",71118,SEGA,2011,2.99
['Action'],Pre-purchase Reward Set,['Action'],352150,"Team NINJA,KOEI TECMO GAMES CO., LTD.",2015,24.99
"['Action', 'Casual', 'Indie']",Duel Jousting,"['Action', 'Indie', 'Casual', '2.5D', 'Platformer', 'Retro', '1980s', 'Pixel Graphics']",751540,ShadowInk Designs,2017,4.99
"['RPG', 'Strategy']",Baldur's Gate: Siege of Dragonspear,"['Memes', 'RPG', 'Strategy', 'Isometric', 'Fantasy', 'CRPG', 'Classic', 'Story Rich', 'Multiplayer', 'Singleplayer']",385970,Beamdog,2016,19.99
"['Adventure', 'Casual']",Idol Magical Girl Chiru Chiru Michiru Part 2,"['Adventure', 'Casual', 'Visual Novel', 'Anime', 'Female Protagonist', 'Cute']",377720,Frontwing,2015,19.99
['Simulation'],Silent Hunter® III,"['Simulation', 'Naval', 'World War II', 'Military', 'Historical', 'Open World', 'Action', 'Realistic']",15210,Ubisoft,2005,9.99
"['Adventure', 'Casual']",Cursery: The Crooked Man and the Crooked Cat Collector's Edition,"['Adventure', 'Casual', 'Hidden Object']",622200,Blue Tea Games,2017,9.99
"['Racing', 'Sports']",GRID 2 - IndyCar Pack,"['Racing', 'Sports']",221161,"Codemasters Racing,Feral Interactive (Mac)",2013,6.99
"['Action', 'Adventure', 'Casual', 'Indie']",Heavenly Battle,"['Casual', 'Indie', 'Action', 'Adventure', 'Pixel Graphics']",491730,Brimo Studio,2016,0.99
"['Action', 'Indie', 'Strategy']",Awesomenauts - Expendable Clunk Skin,"['Strategy', 'Action', 'Indie']",204312,Ronimo Games,2012,2.49
"['Adventure', 'Casual', 'Free to Play', 'Indie']",Detective Butler: Maiden Voyage Murder,"['Free to Play', 'Visual Novel', 'Indie', 'Adventure', 'Casual', 'Anime', 'Mystery', 'Detective']",612620,Goldbar Games,2017,0.0
['Design &amp; Illustration'],Game-Ready - FREE Collection,['Design & Illustration'],718290,"Nova Dimension,Game-Ready Studio",2017,0.0
"['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",March of Empires,"['Free to Play', 'Strategy', 'Massively Multiplayer', 'RPG']",702320,Gameloft,2017,0.0
"['Adventure', 'Indie']",Switch - Or Die Trying Soundtrack,"['Adventure', 'Indie']",604930,Threye Interactive,2017,0.0
"['Action', 'Indie']",140,"['Platformer', 'Indie', 'Rhythm', 'Minimalist', 'Music', 'Great Soundtrack', 'Short', 'Difficult', 'Action', '2D', 'Singleplayer', 'Colorful', 'Puzzle']",242820,Carlsen Games,2013,4.99
"['Adventure', 'Casual', 'Indie', 'RPG']",Revenant Saga,"['RPG', 'Adventure', 'Indie', 'Casual', 'JRPG']",522530,Exe Create Inc.,2017,9.99
"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",Star Conflict: Fleet Strength - Mauler,"['Action', 'Massively Multiplayer', 'Simulation', 'Free to Play']",397125,Star Gem Inc.,2015,29.99
"['Action', 'Adventure', 'Indie']",Shu,"['Indie', 'Adventure', 'Action', 'Platformer']",528720,"Coatsink,Secret Lunch",2016,11.99
"['Casual', 'Indie', 'Sports']",Microbits K,"['Indie', 'Casual', 'Sports']",533220,André Bertaglia,2016,0.99
"['Adventure', 'Casual', 'Indie']",The Darkside Detective,"['Adventure', 'Indie', 'Casual', 'Point & Click', 'Pixel Graphics', 'Detective', 'Funny', 'Supernatural', '2D', 'Mystery', 'Horror', 'Comedy']",368390,Spooky Doorway,2017,12.99
"['Indie', 'RPG', 'Strategy']",Jagged Alliance Online: Reloaded,"['Strategy', 'RPG', 'Indie', 'Turn-Based Strategy', 'Turn-Based']",339640,Cliffhanger Productions,2015,9.99
"['Adventure', 'Indie']",Puzzle Bots,"['Adventure', 'Indie', 'Point & Click', 'Puzzle', 'Robots', 'Singleplayer']",80300,Ivy Games,2010,4.99
"['Indie', 'RPG']",Crimson Sword Saga: The Peloran Wars,"['RPG', 'Indie', 'RPGMaker']",497560,"David Nguyen,David Chang",2017,0.99
['Indie'],Hardnoid,"['Indie', 'Arcade']",574850,SharkGame,2017,0.99
['Casual'],Heartomics: Slime &amp; Friends,"['Casual', 'Adventure', 'Rogue-like', 'Rogue-lite']",456660,Heartomics,2016,1.99
"['Action', 'Indie', 'Strategy']",Awesomenauts - Coco McFly Skin,"['Strategy', 'Action', 'Indie']",230880,Ronimo Games,2013,1.49
['Action'],Call of Duty®: Advanced Warfare - Ohm Weapon Pack,['Action'],343595,Sledgehammer Games,2015,3.99
"['Indie', 'Simulation']",aerofly RC 7 Ultimate Edition,"['Simulation', 'Indie']",328171,IPACS,2014,129.99
"['Adventure', 'Casual', 'Indie', 'RPG']",Dark Descent: The Blue Rose,"['Adventure', 'Indie', 'Casual', 'RPG', 'RPGMaker']",676800,Steve Antoniadis,2017,0.0
"['Simulation', 'Strategy']",Command LIVE - Spratly Spat,"['Simulation', 'Strategy']",527370,WarfareSims,2016,2.99
"['Adventure', 'RPG', 'Strategy']",幽冥路（The Way to Nether）,"['Strategy', 'Adventure', 'Gore', 'RPG']",709060,Heluo Studio,2017,0.0
['Adventure'],Jacob Jones and the Bigfoot Mystery : Episode 2,['Adventure'],308180,Lucid Games Ltd,2014,3.99
['Strategy'],XCOM® 2,"['Strategy', 'Turn-Based', 'Tactical', 'Turn-Based Strategy', 'Aliens', 'Sci-fi', 'Turn-Based Tactics', 'Character Customization', 'Difficult', 'Singleplayer', 'Multiplayer', 'Action', 'Atmospheric', 'Futuristic', 'Moddable', 'Perma Death', 'RPG', 'Great Soundtrack', 'Co-op', 'Open World']",268500,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)",2016,59.99
['Action'],Monster Challenge Circus,['Action'],300910,Freegamer,2014,4.99
"['Action', 'Indie']",Reflex Arena,"['Arena Shooter', 'Action', 'Indie', 'FPS', 'Fast-Paced', 'Multiplayer', 'Competitive', 'First-Person', 'Shooter']",328070,Turbo Pixel Studios,2014,9.99
"['Adventure', 'Casual']","Fairy Tale About Father Frost, Ivan and Nastya","['Adventure', 'Casual', 'Point & Click']",289320,Bohemia Interactive,2000,2.99
"['Action', 'Adventure', 'Indie']",RWBY: Grimm Eclipse - Team RWBY Beacon Dance Costume Pack,"['Action', 'Adventure', 'Indie']",580832,Rooster Teeth Games,2017,1.99
"['Indie', 'Simulation']",American Truck Simulator - Christmas Paint Jobs Pack,"['Simulation', 'Indie']",566890,SCS Software,2016,1.99
"['Casual', 'Strategy']",Gnomes Garden New home,"['Casual', 'Strategy']",686520,"Toyman,Creobit",2017,4.99
['Simulation'],World Of Leaders,"['Simulation', 'Massively Multiplayer', 'MMORPG']",335050,Eversim,2014,4.99
"['Action', 'Casual', 'Indie']",DubWars,"['Indie', 'Casual', 'Action', 'Music', 'Arcade', ""Shoot 'Em Up"", 'Shooter', 'Bullet Hell']",290000,MURA Interactive,2016,9.99
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",My Lands: Nomad - Artifact DLC Pack,"['Strategy', 'Massively Multiplayer', 'Indie', 'Casual', 'Free to Play']",316540,"Gravvit Ltd,Forbes  Consult Ltd",2014,99.99
"['Action', 'Adventure']",Assassin’s Creed® III – The Hidden Secrets Pack,"['Action', 'Adventure']",208491,Ubisoft Montreal,2012,4.99
['Simulation'],TANE DLC: NS SD60E First Responders,['Simulation'],447480,N3V Games,2016,15.99
['Strategy'],Elven Legacy: Siege,['Strategy'],42940,1C:InoCo,2009,1.99
"['Indie', 'Simulation']",Euro Truck Simulator 2 - Scandinavia,"['Simulation', 'Driving', 'Realistic', 'Multiplayer', 'Open World', 'Singleplayer', 'Moddable', 'Atmospheric', 'Relaxing', 'Indie', 'Casual', 'Adventure', 'Online Co-Op', 'Economy', 'First-Person', 'Great Soundtrack']",304212,SCS Software,2015,17.99
"['Action', 'Indie', 'Early Access']",StreetCraft,"['Early Access', 'Action', 'Indie']",463540,"Lambda,恶魔橘子",2016,4.99
"['Casual', 'Simulation']",Rocksmith - Ram Jam - Black Betty,"['Casual', 'Simulation']",222095,Ubisoft - San Francisco,2013,2.99
"['Action', 'Strategy']",Guardians of Middle-earth: The Defender Bundle,"['Strategy', 'Action']",111914,Zombie Studios,2013,14.99
['Strategy'],Civil War: 1862,['Strategy'],532890,HexWar Games,2016,9.99
['Simulation'],FSX: Steam Edition - McClellan-Palomar Airport (KCRQ) Add-On,['Simulation'],352200,SIM720,2015,16.99
['Casual'],Roogoo,"['Casual', 'Puzzle']",38210,Spidermonk Entertainment,2009,1.99
"['Action', 'Casual', 'Indie']",Slash/Dots.,"['Action', 'Indie', 'Casual']",698880,NASPAPA GAMES,2017,1.99
['Indie'],Phantasmal: Survival Horror Roguelike,"['Horror', 'Indie', 'Atmospheric', 'Lovecraftian', 'FPS', 'Difficult', 'Rogue-like', 'Survival', 'Survival Horror', 'Procedural Generation']",342550,Eyemobi Ltd.,2016,14.99
"['Adventure', 'Casual', 'Free to Play', 'Indie']",The Old Tree,"['Free to Play', 'Adventure', 'Indie', 'Casual', 'Short', 'Point & Click', 'Puzzle', 'Singleplayer', 'Horror', 'Atmospheric', '2D', 'Relaxing', 'Dark']",346250,Red Dwarf Games,2012,0.0
['Adventure'],Zork: Grand Inquisitor,['Adventure'],570680,Activision,1997,5.99
['Action'],DW8XLCE - DW7 ORIGINAL COSTUME PACK 1,['Action'],316860,"KOEI TECMO GAMES CO., LTD.",2014,4.99
['Adventure'],Sinking Island,"['Adventure', 'Point & Click', 'Detective', 'Mystery']",333430,White Birds Productions,2007,7.99
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Megamagic: Wizards of the Neon Age,"['Adventure', 'Action', 'Indie', 'RPG', 'Strategy', '1980s', 'Local Co-Op', 'Cyberpunk', 'Isometric', 'Great Soundtrack']",422650,BeautiFun Games,2016,9.99
"['Casual', 'Simulation', 'Strategy']",Bridge!,"['Strategy', 'Casual', 'Simulation']",300160,Toxtronyx,2011,4.99
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities']",Spriter Pro,"['Animation & Modeling', 'Design & Illustration', 'Utilities']",332360,BrashMonkey,2014,59.99
"['Free to Play', 'Massively Multiplayer', 'RPG']",Ragnarok Online 2 - Elemento School Graduation Pack,"['Free to Play', 'RPG', 'Massively Multiplayer']",239370,"Gravity, Inc.",2013,14.99
['Adventure'],Office lovers,"['Adventure', 'Visual Novel', 'Otome']",494450,Dogenzaka Lab,2016,15.99
"['Casual', 'Indie', 'RPG', 'Strategy']",Champions Of Chaos 2,"['Strategy', 'Indie', 'Casual', 'RPG']",366100,Epic LLama,2015,1.99
['Action'],METAL SLUG,"['Action', 'Arcade', '2D', 'Side Scroller', ""Shoot 'Em Up"", 'Co-op', 'Retro', 'Classic', 'Pixel Graphics', 'Local Multiplayer', 'Shooter', 'Platformer', 'Funny', 'Fast-Paced', 'Adventure', 'Singleplayer', 'Multiplayer', 'Local Co-Op', 'Cartoony', 'Great Soundtrack']",366250,DotEmu,2015,7.99
"['Action', 'Indie']",Danger Close!,"['Action', 'Indie', 'Gore', 'Violent']",752790,Magical Hackers,2017,4.99
"['RPG', 'Strategy']",Hyperdimension Neptunia Re;Birth1 Histoire Battle Entry / イストワールバトル参加ライセンス / 伊絲特媧兒參戰許可,"['RPG', 'Strategy']",319016,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd.",2015,0.99
"['Action', 'Adventure']",Saints Row IV: Game of the Century Edition,"['Action', 'Open World', 'Comedy', 'Adventure', 'Co-op', 'Funny', 'Third Person', 'Singleplayer', 'Aliens', 'Character Customization', 'Online Co-Op', 'Multiplayer', 'Third-Person Shooter', 'Shooter', 'Sandbox', 'Sci-fi', 'Great Soundtrack', 'Female Protagonist', 'Story Rich', 'Nudity']",314580,Deep Silver Volition,2014,19.99
"['Casual', 'Simulation', 'Sports', 'Strategy']",Baseball Mogul 2015,"['Sports', 'Strategy', 'Casual', 'Simulation']",388270,"Sports Mogul, Inc.",2014,4.99
"['Casual', 'Indie']",Log Drive Runner,"['Indie', 'Casual', 'Runner', 'Score Attack', 'Family Friendly', 'Great Soundtrack']",464040,Proud Camel Games,2016,6.99
['Action'],Medal of Honor™,"['FPS', 'Action', 'Shooter', 'Military', 'Multiplayer', 'First-Person', 'Singleplayer', 'War', 'Modern', 'Linear', 'America', 'Realistic', 'Co-op', 'Mature', 'Stealth', 'Controller', 'Atmospheric', 'Open World', 'Adventure']",47790,Electronic Arts,2010,19.99
['Casual'],Uno - Just Dance Theme Cards,['Casual'],560941,Ubisoft Entertainment,2016,2.99
"['Action', 'Free to Play', 'Strategy']",Company of Heroes: Battle of Crete,"['Action', 'Strategy', 'Free to Play', 'Mod']",721720,Battle of Crete Development Team,2010,0.0
"['Action', 'Adventure', 'Indie']",Leon's crusade (La cruzada de León),"['Action', 'Adventure', 'Indie', 'Horror', 'Exploration', 'Metroidvania']",689480,Molosoft,2017,5.99
['Indie'],Able Black,['Indie'],557570,Skot Leach,2016,4.99
['Action'],Bioshock Infinite: Columbia's Finest,"['Action', 'FPS']",2028850,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013,4.99
['Action'],DARIUSBURST Chronicle Saviours - Galaxy Force II,['Action'],428604,"Pyramid,Chara-Ani",2016,4.99
"['Indie', 'Simulation', 'Strategy']",Kingdom: New Lands - Skull Island,"['Strategy', 'Indie', 'Simulation']",760200,Noio,2017,0.0
['Indie'],Knossos,['Indie'],666790,Knossos Software,2017,9.99
"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Variety Pack 2,"['Strategy', 'Free to Play', 'Indie', 'Casual', 'Simulation', 'Sports']",591505,DL Softworks,2017,11.99
"['Adventure', 'Indie']",Violett Remastered,"['Adventure', 'Indie', 'Point & Click', 'Female Protagonist', 'Puzzle', 'Singleplayer', 'Fantasy']",257830,Forever Entertainment S. A.,2013,9.99
"['Casual', 'Indie', 'Simulation']",Against the Gradient,"['Puzzle', 'Education', 'Science', 'Mouse only', 'Touch-Friendly', 'Level Editor', 'Indie', 'Casual', 'Simulation', 'Time Manipulation']",664660,Cogent Education,2017,2.99
['Casual'],Travel Riddles: Trip To France,"['Casual', 'Match 3', 'Puzzle']",659940,Notus Games Ltd,2017,4.99
['Action'],Gotham City Impostors Free to Play: Cowboy Costume,['Action'],216446,"Monolith Productions, Inc.",2012,3.99
"['Action', 'Indie']",Arclight Cascade,"['Action', 'Indie', '4 Player Local', 'Local Multiplayer', 'Singleplayer', 'Great Soundtrack', 'Multiplayer']",391210,Hexdragonal Games,2015,0.0
"['Action', 'Adventure', 'Indie']",Sumoman,"['Action', 'Adventure', 'Indie', 'Funny', 'Puzzle-Platformer', 'Puzzle', 'Time Manipulation', 'Parkour', 'Great Soundtrack', 'Comedy', 'Difficult', 'Story Rich', 'Ninja', 'Singleplayer', 'Experimental', 'Casual', 'Anime', 'Family Friendly', 'Platformer', 'Colorful']",552970,Tequilabyte Studio,2017,16.99
"['Action', 'Indie', 'Early Access']",Roses and Gems,"['Early Access', 'Indie', 'Action']",406690,Pirate-Rob,2016,4.99
['Adventure'],Zork Anthology,"['Adventure', 'Text-Based', 'Classic']",570580,Infocom,1989,5.99
['Indie'],Remaining in a dream,"['Indie', 'Puzzle', 'Adventure', 'Action']",542430,Primitive Studio,2016,0.99
"['Action', 'Indie']",Battle Crust,"['Action', 'Indie', ""Shoot 'Em Up""]",444710,Picorinne Soft,2016,7.99
"['Action', 'Adventure']",NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC9 Variety Pack 3,"['Action', 'Adventure']",316060,"CyberConnect2 Co., Ltd.",2014,1.99
"['Casual', 'Indie', 'Simulation']",Rock God Tycoon,"['Casual', 'Indie', 'Simulation', 'Management', 'Music']",410840,"Sebastian Nigro,Panos Tzimas",2017,10.99
"['Action', 'Adventure', 'Early Access']",Red Planet: Survive,"['Early Access', 'Adventure', 'Action']",498630,Silent Parrot Studio,2017,14.99
['Sports'],Bush Hockey League,"['Sports', 'Violent']",543010,V7 Entertainment Inc.,2017,11.99
['Indie'],Hunted: One Step Too Far,"['Indie', 'Survival', 'Horror', 'Exploration', 'First-Person', 'Adventure', 'Survival Horror', 'Atmospheric', 'Dark', 'Short', 'Walking Simulator']",521450,DK Productions,2016,4.99
"['Action', 'Indie']",ZHEROS - The forgotten land,"['Action', 'Indie']",628280,Rimlight Studios,2017,4.99
"['Action', 'Indie']",Enemy Mind,"['Action', 'Indie', ""Shoot 'Em Up"", 'Shooter', 'Space', 'Retro', 'Local Co-Op', 'Pixel Graphics', 'Arcade', 'Side Scroller', 'Multiplayer', 'Sci-fi']",285840,Schell Games,2014,9.99
"['Casual', 'Indie']",Feeding The Monster,"['Casual', 'Indie']",722250,For Kids,2017,0.99
"['Adventure', 'Indie']",Detective Grimoire Soundtrack,"['Indie', 'Adventure']",421950,SFB Games,2015,2.99
"['Action', 'Strategy', 'Indie']",Sacraboar,"['Strategy', 'Action', 'Indie', 'RTS']",40500,Makivision Games,2009,2.99
"['Action', 'Adventure', 'Casual', 'Indie']",Inverted,"['Indie', 'Casual', 'Action', 'Adventure', 'Platformer']",496870,Versus System,2016,2.99
"['Racing', 'Simulation', 'Sports']",Real Events 2: 2016 MotoGP™ Season,"['Simulation', 'Racing', 'Sports']",464320,Milestone S.r.l.,2016,3.99
"['Simulation', 'Sports']",Football Manager Touch 2018 - Design a Son,"['Simulation', 'Sports']",711735,Sports Interactive,2017,3.99
['Action'],Half-Life: Source,"['FPS', 'Action', 'Sci-fi', 'Classic', 'Singleplayer', 'Shooter', 'First-Person', 'Aliens', 'Zombies', 'Story Rich', 'Adventure', ""1990's"", 'Remake', 'Atmospheric', 'Multiplayer', 'Horror', 'Moddable', 'Silent Protagonist', 'Great Soundtrack', 'Co-op']",280,Valve,2004,9.99
"['Casual', 'Indie']",A Virus Named TOM Soundtrack,"['Indie', 'Casual']",207655,Misfits Attic,2012,2.99
"['Casual', 'Simulation']",Rocksmith® 2014 Edition - Remastered,"['Music', 'Education', 'Simulation', 'Rhythm', 'Casual', 'Local Co-Op', 'Great Soundtrack', 'Singleplayer']",221680,Ubisoft - San Francisco,2016,39.99
"['Simulation', 'Sports']",WWE 2K17 - Accelerator,"['Simulation', 'Sports']",570170,"Visual Concepts,Yuke's Co., LTD",2017,4.99
"['Action', 'Casual', 'Indie']",Deep Horizon,"['Casual', 'Action', 'Indie']",651170,Ventura Science,2017,1.99
"['Casual', 'Sports']",SPORT1 Live : Duel,"['Sports', 'Casual']",301250,Sport1 GmbH,2014,4.99
['Strategy'],NOBUNAGA'S AMBITION: Bushou Fuunroku / 信長の野望･武将風雲録,['Strategy'],521740,"KOEI TECMO GAMES CO., LTD.",2017,19.99
"['Action', 'Indie', 'Strategy']",Revenge of the Titans: Sandbox Mode,"['Action', 'Strategy', 'Indie', 'Level Editor', 'Sandbox', 'RTS']",93206,Puppygames,2012,4.99
"['Action', 'Casual', 'Indie', 'Simulation']","What The Heck, Dude?","['Action', 'Indie', 'Casual', 'Simulation', 'Sandbox']",550670,The_Kiddy,2016,0.99
['RPG'],Atelier Firis - Costume: Glorious Sage / ソフィー衣装『グロリアスセイジ』,['RPG'],620324,"KOEI TECMO GAMES CO., LTD.",2017,1.99
"['Action', 'Indie']",Operation: Arctic Hawk,"['Action', 'Indie', 'War', 'Tactical', 'First-Person', 'Difficult', 'Wargame', 'Cold War']",623230,Polygon Art,2017,7.99
"['Adventure', 'RPG', 'Strategy']",Agarest Zero - DLC Bundle #6,"['Strategy', 'Adventure', 'RPG']",281606,Idea Factory,2014,4.99
"['Action', 'Indie']",Run or Die,"['Action', 'Indie', 'Platformer', 'Anime', 'Female Protagonist', 'Runner', 'Pixel Graphics']",325150,Team Flow,2014,4.99
"['Action', 'Indie']",Er-Spectro,"['Indie', 'Action', '2D', 'Pixel Graphics', 'Arcade', 'Singleplayer', ""Shoot 'Em Up"", 'Controller', 'Bullet Hell']",768310,TheDreik,2017,0.99
"['Action', 'Adventure']",Disney's Chicken Little,"['Adventure', 'Action', 'Family Friendly', 'Memes', 'Shooter', 'Anime', 'Psychological Horror', 'Gore', 'Singleplayer', 'Sexual Content']",339040,Avalanche Software,2005,9.99
"['Free to Play', 'Massively Multiplayer', 'Strategy']",VEGA Conflict,"['Free to Play', 'Space', 'Strategy', 'Massively Multiplayer', 'Sci-fi', 'Multiplayer', 'Open World', 'RTS', 'Action', 'War', 'PvP', 'Co-op', 'Singleplayer', 'Shooter', 'Survival', 'Base Building', 'Adventure']",339600,KIXEYE,2015,0.0
"['Adventure', 'Indie']",Discouraged Workers,"['Nudity', 'Mature', 'Indie', 'Adventure', 'Anime', 'Visual Novel', 'Sexual Content', 'Blood', 'Psychological', 'Dystopian', 'Dark', 'Atmospheric', 'Story Rich', 'First-Person', 'Based On A Novel', 'Psychological Horror', 'Realistic', 'Experimental', 'Historical', 'Cult Classic']",371120,YGGDRASIL STUDIO,2015,14.99
"['Casual', 'Strategy']",Donjon Defense,"['Strategy', 'Casual']",757230,Obi-Wanya,2017,5.99
"['Adventure', 'Casual', 'Indie', 'Early Access']",Obscure - Challenge Your Mind™,"['Early Access', 'Casual', 'Adventure', 'Indie', 'Puzzle-Platformer', 'Mystery', 'Interactive Fiction']",670440,RoboDev,2017,4.99
"['Casual', 'Strategy']",Columns™,"['Casual', 'Strategy', 'Puzzle']",34285,SEGA,2010,2.99
"['Adventure', 'Casual', 'Indie']",THE GREY MAN,"['Casual', 'Adventure', 'Indie']",502530,ATTACK MOUNTAIN,2016,6.99
"['Action', 'Indie', 'Early Access']",Super Sky Arena,"['Early Access', 'Action', 'Indie', '4 Player Local', 'Local Multiplayer', 'Multiplayer', 'Flight']",309900,Hammer Labs,2015,14.99
"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']",Pit People®,"['Early Access', 'Strategy', 'Funny', 'Turn-Based Combat', 'Comedy', 'RPG', 'Turn-Based', 'Multiplayer', 'Action', 'Memes', 'Co-op', 'Local Co-Op', 'Indie', 'Great Soundtrack', 'Hex Grid', 'Open World', 'Adventure', 'Singleplayer', 'Gore', 'Casual']",291860,The Behemoth,2017,14.99
['Casual'],Bayla Bunny,"['Casual', 'Platformer']",489900,EnsenaSoft,2016,2.99
